[20, 54, 25, 78, 6, 28, 46, 75, 21, 81, 64, 40, 94, 17, 80, 99, 85, 44, 32, 61, 7, 16, 14, 72, 83, 52, 58, 77, 92, 57, 15, 2, 90, 35, 9, 93, 79, 71, 31, 10, 18, 39, 95, 53, 91, 29, 34, 8, 63, 38, 42, 56, 96, 87, 59, 69, 73, 13, 66, 3, 50, 12, 68, 47, 76, 37, 26, 86, 45, 33, 70, 60, 27, 84, 62, 98, 55, 24, 51, 43]
[92, 10, 68, 83, 78, 42, 36, 39, 47, 69, 72, 73, 70, 66, 24, 44, 3, 76, 94, 28, 81, 23, 46, 34, 91, 96, 15, 57, 50, 80, 53, 41, 20, 52, 13, 89, 5, 21, 19, 16, 4, 59, 2, 67, 7, 98, 95, 61, 25, 93, 11, 65, 55, 75, 8, 35, 87, 12, 30, 88, 29, 17, 77, 54, 40, 27, 6, 38, 82, 63, 71, 1, 37, 51, 43, 86, 85, 60, 64, 26]
[19, 83, 30, 10, 33, 51, 87, 74, 14, 18, 47, 29, 77, 59, 8, 24, 90, 79, 94, 81, 84, 63, 11, 75, 34, 49, 58, 45, 98, 26, 95, 1, 6, 73, 86, 96, 27, 42, 88, 5, 82, 31, 76, 22, 67, 55, 41, 72, 64, 17, 66, 13, 32, 53, 39, 93, 2, 12, 21, 43, 48, 3, 40, 7, 80, 46, 65, 36, 4, 56, 38, 61, 23, 92, 91, 50, 60, 97, 52, 89]
[46, 9, 66, 23, 53, 49, 44, 67, 17, 63, 45, 65, 43, 72, 1, 78, 80, 81, 54, 91, 50, 75, 26, 90, 52, 10, 22, 13, 42, 57, 27, 16, 69, 29, 51, 92, 71, 96, 74, 88, 95, 0, 34, 21, 32, 84, 5, 31, 38, 24, 89, 93, 76, 48, 79, 60, 73, 18, 99, 59, 11, 20, 56, 70, 40, 85, 8, 12, 83, 82, 4, 14, 98, 55, 68, 3, 97, 94, 87, 37]
[32, 10, 68, 63, 22, 94, 28, 96, 31, 53, 57, 36, 86, 19, 21, 14, 85, 46, 37, 93, 34, 7, 55, 43, 88, 1, 61, 11, 8, 95, 82, 49, 50, 3, 97, 89, 39, 58, 20, 6, 25, 0, 83, 64, 45, 29, 17, 5, 71, 40, 69, 87, 56, 30, 98, 76, 81, 78, 42, 15, 4, 38, 24, 47, 74, 23, 41, 27, 77, 62, 33, 59, 48, 13, 67, 2, 80, 26, 60, 12]
[41, 2, 35, 30, 48, 34, 36, 13, 32, 90, 72, 24, 4, 54, 57, 6, 17, 22, 88, 25, 77, 31, 62, 28, 73, 12, 49, 14, 96, 44, 85, 10, 20, 0, 75, 47, 94, 42, 66, 79, 45, 99, 55, 95, 43, 23, 80, 3, 38, 70, 78, 19, 67, 59, 97, 27, 29, 51, 63, 46, 26, 52, 33, 8, 98, 16, 37, 39, 9, 65, 64, 87, 58, 83, 81, 71, 69, 60, 7, 86]
[28, 26, 34, 3, 80, 94, 15, 75, 84, 39, 20, 98, 10, 27, 51, 13, 58, 65, 78, 55, 60, 92, 46, 85, 81, 97, 73, 96, 41, 18, 2, 40, 87, 83, 31, 8, 33, 61, 68, 25, 95, 66, 19, 32, 91, 82, 17, 44, 54, 4, 6, 29, 5, 24, 69, 37, 7, 63, 79, 53, 43, 74, 14, 71, 77, 48, 22, 47, 11, 93, 38, 89, 99, 64, 42, 36, 16, 0, 21, 56]
[13, 7, 52, 74, 0, 50, 95, 61, 72, 25, 83, 98, 71, 99, 59, 96, 53, 2, 49, 4, 19, 63, 70, 30, 84, 86, 79, 18, 20, 15, 8, 48, 77, 58, 47, 9, 14, 80, 16, 65, 97, 82, 85, 43, 68, 93, 17, 26, 1, 44, 75, 51, 35, 28, 12, 78, 92, 29, 22, 55, 32, 81, 57, 64, 5, 24, 38, 67, 73, 91, 45, 37, 6, 11, 76, 54, 10, 23, 41, 40]
[12, 23, 76, 62, 19, 86, 2, 8, 24, 60, 87, 47, 72, 42, 41, 96, 31, 53, 5, 78, 80, 94, 17, 95, 88, 51, 69, 29, 14, 65, 1, 98, 7, 90, 38, 70, 44, 74, 83, 10, 54, 77, 48, 79, 33, 75, 85, 91, 55, 52, 16, 13, 64, 82, 34, 81, 56, 4, 35, 9, 37, 39, 50, 63, 18, 99, 25, 67, 92, 26, 43, 59, 28, 3, 27, 30, 61, 84, 93, 45]
[99, 46, 86, 42, 21, 82, 70, 76, 30, 62, 3, 6, 57, 1, 25, 10, 22, 24, 28, 43, 60, 80, 54, 59, 50, 65, 53, 5, 81, 89, 68, 9, 97, 31, 38, 77, 94, 95, 96, 7, 52, 27, 14, 75, 16, 83, 39, 33, 78, 36, 44, 79, 18, 17, 98, 55, 41, 93, 15, 2, 74, 73, 69, 34, 0, 48, 64, 56, 51, 58, 40, 26, 85, 19, 71, 61, 45, 29, 72, 23]
[80, 38, 31, 40, 87, 85, 45, 52, 32, 16, 27, 4, 43, 3, 28, 86, 81, 51, 53, 89, 62, 20, 49, 93, 79, 59, 63, 30, 6, 1, 83, 33, 95, 22, 8, 0, 7, 99, 39, 37, 47, 23, 66, 72, 97, 96, 9, 17, 60, 64, 65, 26, 18, 19, 77, 14, 56, 10, 69, 91, 74, 55, 12, 94, 70, 54, 84, 34, 76, 41, 5, 44, 29, 50, 48, 15, 13, 46, 98, 61]
[89, 95, 73, 80, 61, 33, 75, 83, 31, 43, 46, 25, 15, 34, 58, 18, 22, 94, 28, 0, 68, 74, 14, 41, 30, 84, 71, 1, 26, 77, 44, 37, 20, 91, 57, 90, 39, 53, 81, 54, 66, 9, 98, 62, 24, 40, 49, 96, 3, 65, 13, 86, 67, 70, 50, 7, 72, 12, 35, 21, 78, 47, 92, 6, 36, 10, 16, 85, 87, 38, 51, 63, 5, 42, 32, 64, 82, 52, 45, 48]
[77, 4, 95, 2, 6, 84, 46, 91, 53, 54, 78, 71, 7, 24, 34, 22, 23, 92, 89, 11, 97, 42, 68, 70, 29, 87, 25, 64, 74, 62, 60, 56, 17, 76, 12, 86, 30, 43, 90, 3, 50, 8, 49, 15, 33, 32, 75, 58, 14, 13, 93, 79, 73, 26, 99, 40, 18, 51, 39, 19, 65, 45, 80, 28, 21, 52, 96, 20, 57, 61, 41, 1, 59, 63, 98, 9, 69, 44, 67, 66]
[6, 64, 30, 98, 40, 83, 90, 58, 65, 51, 97, 7, 26, 44, 66, 21, 75, 76, 70, 11, 38, 72, 13, 24, 20, 59, 27, 34, 56, 96, 89, 69, 46, 81, 33, 42, 62, 25, 29, 0, 60, 52, 10, 4, 74, 87, 99, 85, 43, 94, 45, 93, 82, 28, 63, 48, 55, 9, 80, 16, 92, 47, 3, 91, 12, 17, 49, 67, 78, 86, 1, 77, 88, 39, 73, 15, 54, 8, 79, 41]
[47, 73, 60, 16, 45, 84, 94, 13, 91, 51, 18, 78, 56, 34, 23, 75, 50, 72, 27, 54, 42, 79, 41, 33, 80, 83, 71, 1, 20, 99, 97, 31, 49, 46, 36, 0, 65, 53, 67, 12, 86, 68, 88, 17, 57, 11, 25, 28, 59, 38, 62, 96, 82, 70, 52, 8, 30, 58, 10, 55, 98, 37, 7, 48, 44, 95, 14, 93, 21, 85, 40, 29, 22, 9, 90, 64, 76, 77, 5, 81]
[47, 88, 1, 86, 75, 85, 10, 38, 4, 52, 83, 20, 53, 9, 65, 50, 29, 34, 33, 32, 7, 82, 15, 81, 13, 76, 2, 63, 70, 80, 72, 78, 41, 19, 6, 40, 92, 96, 46, 93, 98, 73, 60, 36, 87, 26, 49, 35, 62, 48, 5, 95, 61, 27, 69, 68, 43, 57, 77, 11, 67, 16, 71, 55, 79, 66, 22, 30, 28, 56, 17, 84, 97, 51, 45, 14, 39, 90, 25, 37]
[32, 18, 50, 35, 51, 26, 66, 65, 69, 56, 94, 91, 61, 99, 93, 37, 64, 58, 57, 38, 97, 1, 84, 55, 19, 25, 78, 92, 72, 73, 46, 44, 98, 28, 39, 79, 10, 40, 48, 27, 7, 82, 62, 60, 90, 49, 14, 42, 70, 6, 83, 0, 86, 59, 11, 41, 47, 16, 75, 81, 34, 43, 36, 54, 85, 96, 8, 4, 88, 5, 95, 87, 77, 13, 71, 30, 24, 12, 31, 68]
[90, 76, 60, 78, 93, 49, 26, 0, 87, 37, 12, 23, 7, 77, 25, 14, 58, 75, 28, 52, 8, 27, 71, 86, 30, 91, 42, 50, 1, 85, 48, 98, 38, 99, 31, 29, 11, 41, 44, 80, 40, 92, 36, 88, 2, 35, 62, 17, 59, 24, 39, 4, 19, 10, 73, 94, 53, 18, 63, 5, 84, 95, 96, 81, 70, 57, 33, 13, 20, 43, 22, 82, 61, 56, 64, 15, 45, 65, 51, 54]
[89, 86, 27, 37, 61, 67, 20, 75, 92, 42, 46, 74, 55, 40, 71, 49, 12, 3, 98, 79, 95, 84, 48, 72, 31, 43, 47, 32, 22, 8, 87, 41, 33, 38, 16, 77, 78, 51, 64, 14, 15, 80, 11, 5, 54, 93, 69, 0, 23, 35, 6, 82, 85, 56, 34, 91, 65, 94, 18, 53, 44, 2, 45, 70, 96, 99, 63, 81, 30, 83, 66, 68, 13, 73, 29, 1, 39, 25, 90, 36]
[8, 94, 78, 65, 49, 22, 83, 17, 93, 2, 58, 39, 28, 18, 69, 12, 43, 77, 80, 76, 20, 38, 13, 85, 11, 59, 68, 61, 6, 87, 29, 56, 96, 75, 5, 57, 97, 48, 40, 84, 7, 24, 53, 42, 32, 72, 71, 0, 30, 54, 63, 92, 95, 9, 91, 74, 52, 50, 46, 99, 60, 67, 25, 81, 66, 31, 79, 33, 19, 37, 41, 15, 86, 98, 90, 64, 14, 23, 89, 47]
[67, 1, 57, 97, 40, 52, 59, 76, 62, 2, 48, 8, 81, 73, 23, 15, 78, 44, 36, 88, 72, 80, 66, 24, 64, 14, 46, 16, 4, 22, 79, 32, 3, 82, 89, 74, 86, 7, 37, 77, 63, 25, 58, 60, 19, 45, 90, 29, 55, 65, 94, 10, 91, 61, 53, 42, 28, 93, 12, 99, 54, 51, 27, 43, 35, 6, 96, 0, 98, 31, 9, 21, 13, 75, 34, 20, 85, 84, 47, 17]
[12, 83, 33, 21, 27, 75, 84, 25, 86, 16, 55, 50, 15, 36, 59, 6, 53, 69, 38, 1, 57, 80, 39, 56, 99, 29, 76, 79, 41, 46, 62, 11, 93, 24, 43, 35, 95, 73, 64, 72, 87, 89, 19, 91, 51, 14, 67, 68, 96, 8, 54, 7, 37, 10, 58, 28, 61, 70, 17, 97, 71, 23, 94, 65, 52, 63, 30, 31, 42, 2, 9, 78, 98, 32, 60, 40, 3, 90, 26, 34]
[69, 87, 58, 7, 29, 42, 45, 62, 54, 52, 26, 63, 88, 46, 60, 72, 76, 98, 8, 61, 15, 24, 67, 93, 92, 51, 55, 0, 57, 2, 10, 74, 19, 18, 25, 49, 89, 84, 6, 70, 27, 32, 99, 64, 28, 68, 66, 77, 3, 30, 94, 5, 13, 90, 37, 95, 34, 86, 96, 11, 73, 41, 91, 97, 1, 71, 9, 33, 75, 65, 78, 44, 38, 82, 23, 36, 39, 22, 16, 40]
[68, 98, 93, 85, 39, 91, 66, 35, 2, 31, 77, 30, 67, 78, 76, 47, 41, 75, 83, 55, 20, 61, 7, 43, 45, 59, 56, 23, 22, 60, 33, 82, 42, 53, 16, 32, 11, 3, 29, 26, 8, 57, 62, 81, 13, 65, 14, 37, 73, 0, 88, 4, 9, 64, 70, 52, 95, 94, 80, 90, 36, 5, 25, 79, 86, 24, 10, 19, 99, 72, 92, 50, 15, 48, 97, 28, 58, 84, 89, 74]
[0, 57, 51, 40, 33, 43, 81, 99, 44, 41, 19, 67, 91, 96, 2, 83, 52, 9, 46, 76, 66, 86, 62, 61, 80, 18, 90, 26, 4, 63, 53, 75, 20, 28, 24, 97, 79, 8, 12, 64, 54, 45, 25, 72, 47, 38, 23, 5, 35, 94, 50, 6, 87, 16, 29, 69, 95, 60, 15, 22, 74, 32, 42, 3, 77, 68, 84, 78, 7, 48, 73, 49, 21, 59, 70, 39, 36, 71, 56, 58]
[39, 97, 84, 92, 5, 51, 30, 33, 12, 88, 46, 6, 25, 26, 32, 74, 18, 72, 34, 24, 19, 81, 10, 44, 50, 85, 83, 29, 9, 76, 3, 75, 41, 52, 96, 78, 47, 17, 63, 77, 91, 86, 70, 23, 59, 66, 57, 27, 55, 31, 1, 89, 16, 42, 94, 90, 35, 21, 98, 40, 65, 15, 7, 56, 71, 95, 48, 79, 28, 54, 73, 20, 64, 38, 67, 99, 36, 53, 11, 80]
[97, 20, 95, 10, 32, 62, 28, 18, 12, 17, 89, 53, 64, 66, 37, 88, 61, 92, 4, 23, 25, 33, 48, 80, 45, 52, 38, 77, 46, 96, 50, 27, 54, 51, 1, 36, 0, 76, 40, 78, 13, 8, 42, 82, 79, 26, 71, 58, 7, 5, 74, 57, 90, 16, 86, 30, 73, 56, 39, 43, 55, 22, 67, 35, 21, 14, 94, 9, 3, 24, 81, 91, 15, 87, 11, 34, 75, 65, 6, 60]
[1, 29, 43, 9, 33, 78, 88, 90, 47, 77, 12, 14, 96, 13, 3, 94, 89, 99, 98, 31, 28, 17, 38, 45, 76, 52, 7, 37, 58, 40, 35, 46, 4, 24, 66, 60, 16, 64, 80, 86, 56, 32, 65, 97, 21, 73, 11, 20, 36, 19, 18, 69, 44, 62, 15, 70, 27, 48, 59, 51, 26, 87, 79, 67, 42, 8, 49, 63, 2, 22, 23, 25, 61, 84, 93, 39, 50, 83, 82, 72]
[38, 91, 55, 65, 4, 37, 32, 59, 7, 75, 30, 39, 81, 71, 62, 25, 92, 21, 88, 68, 76, 2, 99, 12, 9, 98, 63, 47, 58, 22, 5, 45, 79, 24, 54, 42, 13, 72, 85, 86, 64, 36, 52, 96, 60, 8, 29, 46, 50, 93, 67, 14, 17, 90, 78, 69, 61, 33, 0, 28, 3, 94, 56, 23, 87, 15, 26, 84, 53, 20, 89, 18, 41, 80, 44, 19, 70, 57, 34, 83]
[80, 65, 89, 85, 40, 49, 35, 17, 34, 13, 31, 6, 69, 23, 32, 48, 33, 36, 26, 19, 73, 74, 57, 4, 50, 82, 61, 67, 70, 64, 14, 8, 22, 20, 9, 93, 21, 98, 18, 46, 24, 68, 0, 75, 81, 91, 53, 94, 62, 59, 56, 77, 58, 66, 1, 42, 87, 2, 86, 37, 30, 96, 45, 55, 51, 7, 11, 43, 38, 28, 88, 54, 5, 39, 3, 84, 10, 44, 72, 29]
[88, 54, 56, 5, 81, 47, 2, 78, 16, 55, 48, 35, 63, 91, 58, 13, 82, 41, 57, 21, 49, 69, 76, 40, 10, 20, 68, 70, 97, 38, 61, 14, 92, 27, 18, 99, 11, 64, 62, 4, 87, 23, 17, 74, 45, 46, 75, 67, 53, 42, 30, 39, 3, 7, 50, 43, 32, 33, 12, 79, 22, 34, 98, 19, 93, 65, 24, 51, 36, 25, 80, 8, 72, 26, 60, 89, 90, 44, 83, 77]
[8, 29, 76, 63, 0, 67, 54, 61, 1, 68, 21, 45, 13, 94, 85, 95, 75, 89, 31, 7, 44, 59, 96, 23, 12, 19, 40, 79, 35, 39, 99, 26, 87, 98, 2, 24, 72, 34, 81, 70, 42, 90, 14, 71, 43, 66, 60, 4, 46, 62, 50, 5, 69, 3, 53, 64, 56, 9, 58, 65, 33, 6, 48, 55, 92, 88, 91, 37, 11, 27, 22, 41, 38, 28, 25, 80, 10, 73, 20, 49]
[71, 72, 32, 82, 67, 15, 43, 68, 2, 66, 31, 4, 41, 8, 58, 0, 96, 69, 84, 34, 61, 52, 49, 64, 6, 59, 3, 50, 79, 88, 24, 94, 60, 78, 87, 65, 35, 75, 29, 18, 53, 44, 95, 11, 39, 57, 38, 89, 22, 37, 48, 9, 91, 45, 74, 63, 42, 76, 33, 83, 98, 55, 17, 10, 21, 51, 85, 47, 30, 14, 7, 19, 12, 23, 46, 97, 13, 54, 27, 28]
[47, 28, 31, 69, 68, 70, 34, 6, 22, 90, 55, 85, 93, 17, 27, 50, 86, 26, 37, 95, 7, 33, 52, 3, 36, 58, 87, 38, 82, 41, 66, 61, 16, 32, 10, 99, 15, 23, 94, 65, 13, 88, 78, 39, 30, 92, 40, 18, 4, 84, 51, 59, 2, 8, 43, 29, 49, 54, 63, 77, 83, 62, 42, 12, 72, 64, 45, 96, 80, 73, 14, 57, 35, 48, 98, 71, 46, 25, 76, 19]
[91, 85, 70, 27, 45, 5, 50, 41, 2, 11, 99, 10, 18, 88, 51, 86, 92, 16, 78, 21, 83, 52, 20, 0, 53, 62, 12, 49, 57, 38, 96, 42, 84, 55, 80, 43, 79, 37, 65, 28, 44, 13, 17, 69, 1, 75, 76, 81, 64, 98, 3, 8, 4, 74, 63, 67, 60, 9, 54, 40, 68, 94, 23, 66, 34, 97, 39, 7, 15, 6, 26, 82, 56, 58, 29, 95, 59, 77, 48, 93]
[70, 59, 62, 19, 88, 47, 21, 6, 5, 55, 44, 72, 85, 76, 46, 86, 16, 74, 31, 79, 87, 84, 50, 42, 0, 15, 26, 1, 96, 13, 43, 32, 93, 12, 92, 63, 77, 27, 10, 38, 98, 8, 3, 81, 37, 36, 4, 53, 82, 80, 35, 11, 39, 75, 48, 33, 52, 73, 28, 14, 61, 51, 95, 67, 22, 83, 71, 58, 56, 2, 9, 54, 69, 65, 20, 64, 17, 23, 57, 90]
[15, 31, 87, 1, 7, 94, 39, 85, 8, 65, 64, 25, 98, 70, 96, 3, 46, 4, 82, 89, 77, 81, 51, 97, 17, 61, 24, 41, 53, 72, 57, 47, 6, 91, 21, 73, 30, 93, 88, 59, 58, 10, 67, 68, 66, 27, 92, 45, 50, 9, 95, 56, 49, 40, 33, 52, 34, 99, 63, 75, 71, 62, 16, 5, 20, 23, 54, 19, 26, 86, 28, 44, 83, 84, 36, 60, 55, 35, 43, 38]
